year,month,day,electiontype,office,num candidates,percent winner won with
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 16,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 12 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 12 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 12 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 12 DIST 15,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 13 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 13 DIST 15,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 13 DIST 19,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 14,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 15,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 17,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 18,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 19,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 20,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 21,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 22,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 23,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 25,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 26,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 27,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 28,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 29,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 30,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 31,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 32,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 33,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 34,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 35,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 36,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 37,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 38,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 39,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 14 DIST 40,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 16,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 15 DIST 18,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 16 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 16 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 16 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 16 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 16 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 16 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 16 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 17 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 17 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 17 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 17 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 17 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 17 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 17 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 18 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 18 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 18 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 18 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 18 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 18 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 18 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 5,2,0.9333333333333333
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 14,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 15,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 16,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 17,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 19,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 20,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 21,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 22,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 23,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 24,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 25,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 28,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 29,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 30,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 31,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 33,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 34,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 35,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 36,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 37,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 19 DIST 38,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 14,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 16,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 17,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 20 DIST 18,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 21 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 21 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 22 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 22 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 22 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 23 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 23 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 23 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 24 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 24 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 24 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 24 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 24 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 25 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 25 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 25 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 14,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 15,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 26 DIST 16,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 27 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 28 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 29 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 30 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 30 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 31 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 31 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 31 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 31 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 31 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 31 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 31 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 32 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PLEASANT HL DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 1,2,0.6826086956521739
2020,6,2,primary,County Committeewoman PLUM DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 4,3,0.5754716981132075
2020,6,2,primary,County Committeewoman PLUM DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 7,2,0.9761904761904762
2020,6,2,primary,County Committeewoman PLUM DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 9,2,0.9594594594594594
2020,6,2,primary,County Committeewoman PLUM DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 12,2,0.9473684210526315
2020,6,2,primary,County Committeewoman PLUM DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 14,2,0.7391304347826086
2020,6,2,primary,County Committeewoman PLUM DIST 15,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 16,2,0.978494623655914
2020,6,2,primary,County Committeewoman PLUM DIST 17,1,1.0
2020,6,2,primary,County Committeewoman PLUM DIST 18,2,0.9818181818181818
2020,6,2,primary,County Committeewoman PLUM DIST 19,2,0.9906976744186047
2020,6,2,primary,County Committeewoman PLUM DIST 20,2,0.9834710743801653
2020,6,2,primary,County Committeewoman PLUM DIST 21,1,1.0
2020,6,2,primary,County Committeewoman PORT VUE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PORT VUE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PORT VUE DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PORT VUE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman RANKIN WARD 1,1,1.0
2020,6,2,primary,County Committeewoman RESERVE WARD 1,1,1.0
2020,6,2,primary,County Committeewoman RESERVE WARD 2,1,1.0
2020,6,2,primary,County Committeewoman RESERVE WARD 3,1,1.0
2020,6,2,primary,County Committeewoman RESERVE WARD 4,1,1.0
2020,6,2,primary,County Committeewoman RICHLAND DIST 1,1,1.0
2020,6,2,primary,County Committeewoman RICHLAND DIST 2,1,1.0
2020,6,2,primary,County Committeewoman RICHLAND DIST 3,1,1.0
2020,6,2,primary,County Committeewoman RICHLAND DIST 4,2,0.9883040935672515
2020,6,2,primary,County Committeewoman RICHLAND DIST 5,2,0.98
2020,6,2,primary,County Committeewoman RICHLAND DIST 6,1,1.0
2020,6,2,primary,County Committeewoman RICHLAND DIST 7,2,0.987012987012987
2020,6,2,primary,County Committeewoman RICHLAND DIST 8,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 4,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 5,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 6,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 7,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 8,1,1.0
2020,6,2,primary,County Committeewoman ROBINSON DIST 9,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 5 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 6 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 7 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 8 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 8 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 8 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ROSS WARD 9 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman ROSSLYN FARMS,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 1 DIST 1,2,0.9629629629629629
2020,6,2,primary,County Committeewoman SCOTT WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 3 DIST 2,2,0.989247311827957
2020,6,2,primary,County Committeewoman SCOTT WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 6 DIST 1,2,0.9811320754716981
2020,6,2,primary,County Committeewoman SCOTT WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 8 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 8 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SCOTT WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SEWICKLEY WARD 1,1,1.0
2020,6,2,primary,County Committeewoman SEWICKLEY WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SEWICKLEY WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SEWICKLEY WARD 3,1,1.0
2020,6,2,primary,County Committeewoman SEWICKLEY HTS,1,1.0
2020,6,2,primary,County Committeewoman SEWICKLEY HILLS,2,0.9702970297029703
2020,6,2,primary,County Committeewoman SHALER WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 1 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 2 DIST 2,2,0.9914529914529915
2020,6,2,primary,County Committeewoman SHALER WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 2 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 2 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 3 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 4 DIST 5,1,1.0
